schoolid	year	term	time	covid	after_covid	single_gender_sch	area_code	grade	male	female	pupil_teacher_ratio	dropout_rate	asp_enrollment	asp_participant	budget_revenue	settlement_revenue	budget_expense	settlement_expense	ppexp	korean_mean	korean_sd	math_mean	math_sd	english_mean	english_sd	schooltype	private	enrollment	zipcode	latitude	longitude	term_num	house_price	library	pop	library_per	divorce	priv_academy	fiscal_auto	fiscal_indep
S010000568	2022	spring	7	1	5	1	1	2	403	0	17	1	58	61	8821012000	12850797069	8821012000	12681471208	10489224	77	19	69	19	53	24	1	1	403	6183	37.505109	127.06142	1	2539.26	16	532577	3	1.3	4.7	60.9	58.9
S010000532	2022	spring	7	1	5	1	1	2	266	0	13	1	0	0	7963713000	10633102695	7963713000	10378851249	11794149	78	19	78	12	75	17	0	1	266	6350	37.48571689	127.0814362	1	2539.26	16	532577	3	1.3	4.7	60.9	58.9
S010000495	2022	spring	7	1	5	1	1	2	245	0	12	1	51	53	6737009000	8852265317	6737009000	8320949718	10440338	76	11	72	14	69	19	0	1	245	6065	37.520183	127.043348	1	2539.26	16	532577	3	1.3	4.7	60.9	58.9
S010000375	2022	spring	7	1	5	1	1	2	321	0	12	2	31	31	1412471000	6630032286	1412471000	6483385502	6087686	68	21	61	21	61	24	0	0	321	6086	37.51756598	127.0560739	1	2539.26	16	532577	3	1.3	4.7	60.9	58.9
S010000538	2022	spring	7	1	5	2	1	2	0	280	14	1	0	0	7545991000	11313648738	7545991000	9532131854	10869022	77	18	69	13	60	24	0	1	280	6213	37.501828	127.046904	1	2539.26	16	532577	3	1.3	4.7	60.9	58.9
S010000531	2022	spring	7	1	5	1	1	2	359	0	15	3	0	0	8254306000	17516754908	8254306000	12189742922	11265936	80	15	57	21	66	23	1	1	359	6338	37.49371459	127.0809111	1	2539.26	16	532577	3	1.3	4.7	60.9	58.9
S010000548	2022	spring	7	1	5	0	1	2	108	151	13	1	44	46	7624677000	20383756808	7624677000	10880237666	13382826	67	21	54	25	64	24	0	1	259	6373	37.471327	127.0999477	1	2539.26	16	532577	3	1.3	4.7	60.9	58.9
S010000495	2022	fall	8	1	6	1	1	2	245	0	12	1	51	53	6737009000	8852265317	6737009000	8320949718	10440338	69	12	72	15	64	20	0	1	245	6065	37.520183	127.043348	2	2572.9	16	530103	3.02	1.3	4.7	60.9	58.9
S010000373	2022	fall	8	1	6	0	1	2	94	123	12	5	0	0	868763000	2898723370	868763000	2854111595	4466529	57	25	45	25	40	24	0	0	217	6324	37.48495876	127.0594054	2	2572.9	16	530103	3.02	1.3	4.7	60.9	58.9
S010000532	2022	fall	8	1	6	1	1	2	266	0	13	1	0	0	7963713000	10633102695	7963713000	10378851249	11794149	67	24	80	12	71	16	0	1	266	6350	37.48571689	127.0814362	2	2572.9	16	530103	3.02	1.3	4.7	60.9	58.9
S010000568	2022	fall	8	1	6	1	1	2	403	0	17	1	58	61	8821012000	12850797069	8821012000	12681471208	10489224	70	19	68	19	53	26	1	1	403	6183	37.505109	127.06142	2	2572.9	16	530103	3.02	1.3	4.7	60.9	58.9
S010000459	2022	fall	8	1	6	0	1	2	72	95	12	2	82	97	5229012000	7630123251	5229012000	7591041646	14057484	63	21	47	22	49	26	0	1	167	6348	37.490313	127.102365	2	2572.9	16	530103	3.02	1.3	4.7	60.9	58.9
S010000531	2022	fall	8	1	6	1	1	2	359	0	15	3	0	0	8254306000	17516754908	8254306000	12189742922	11265936	76	19	47	21	64	21	1	1	359	6338	37.49371459	127.0809111	2	2572.9	16	530103	3.02	1.3	4.7	60.9	58.9
S010000559	2022	fall	8	1	6	0	1	2	134	215	15	2	0	0	8021142000	11631206205	8021142000	10743301523	10310270	68	20	65	18	72	20	1	1	349	6000	37.525398	127.022736	2	2572.9	16	530103	3.02	1.3	4.7	60.9	58.9
S010000376	2022	fall	8	1	6	2	1	2	0	342	12	0	12	12	1670798000	4026751702	1670798000	3816563600	3583628	77	19	62	19	60	24	0	0	342	6324	37.48688726	127.0655669	2	2572.9	16	530103	3.02	1.3	4.7	60.9	58.9
S010000514	2022	fall	8	1	6	2	1	2	0	213	13	3	14	15	5372047000	8098702476	5372047000	8065231272	11327572	75	17	53	22	63	24	0	1	213	6264	37.4879414	127.0359252	2	2572.9	16	530103	3.02	1.3	4.7	60.9	58.9
S010000534	2022	fall	8	1	6	0	1	2	125	177	14	2	0	0	8333016000	12298403217	8333016000	12233357192	12703382	65	23	34	22	62	24	0	1	302	6277	37.49190717	127.0521106	2	2572.9	16	530103	3.02	1.3	4.7	60.9	58.9
S010000542	2022	fall	8	1	6	0	1	2	68	95	9	6	0	0	807676000	2562653974	807676000	2485198550	4751814	51	32	56	23	43	25	0	0	163	6009	37.52800121	127.0437006	2	2572.9	16	530103	3.02	1.3	4.7	60.9	58.9
S010000405	2022	fall	8	1	6	1	1	2	345	0	15	2	0	0	6825127000	9312610747	6825127000	9172096739	8445761	71	22	66	17	58	23	0	1	345	6278	37.495834	127.056676	2	2572.9	16	530103	3.02	1.3	4.7	60.9	58.9
S010000375	2022	fall	8	1	6	1	1	2	321	0	12	2	31	31	1412471000	6630032286	1412471000	6483385502	6087686	62	23	55	23	50	27	0	0	321	6086	37.51756598	127.0560739	2	2572.9	16	530103	3.02	1.3	4.7	60.9	58.9
S010000400	2022	fall	8	1	6	0	1	2	63	115	9	1	0	0	774576000	3072101951	774576000	2990040752	5264157	58	24	55	25	48	28	0	0	178	6003	37.530973	127.032648	2	2572.9	16	530103	3.02	1.3	4.7	60.9	58.9
S010000548	2022	fall	8	1	6	0	1	2	108	151	13	1	44	46	7624677000	20383756808	7624677000	10880237666	13382826	67	24	53	24	59	26	0	1	259	6373	37.471327	127.0999477	2	2572.9	16	530103	3.02	1.3	4.7	60.9	58.9
S010000479	2022	fall	8	1	6	2	1	2	0	352	14	2	2	2	8954418000	12912580058	8954418000	12853819518	11435782	80	15	74	13	63	21	0	1	352	6277	37.49147446	127.0526124	2	2572.9	16	530103	3.02	1.3	4.7	60.9	58.9
S010000538	2022	fall	8	1	6	2	1	2	0	280	14	1	0	0	7545991000	11313648738	7545991000	9532131854	10869022	78	16	70	16	60	24	0	1	280	6213	37.501828	127.046904	2	2572.9	16	530103	3.02	1.3	4.7	60.9	58.9
S010000459	2023	spring	9	1	7	0	1	2	78	89	11	2	36	38	5211909000		5211909000			67	26	59	19	52	28	0	1	167	6348	37.490313	127.102365	1	2596.23	16	532798	3	1.3	4.8	62.1	60.4
S010000479	2023	spring	9	1	7	2	1	2	0	384	15	1	0	0	8906637000		8906637000			84	14	78	13	75	15	0	1	384	6277	37.49147446	127.0526124	1	2596.23	16	532798	3	1.3	4.8	62.1	60.4
S010000538	2023	spring	9	1	7	2	1	2	0	287	15	2	0	0	7634111000		7634111000			78	14	70	14	70	19	0	1	287	6213	37.501828	127.046904	1	2596.23	16	532798	3	1.3	4.8	62.1	60.4
S010000548	2023	spring	9	1	7	0	1	2	103	189	14	0	49	49	17159715000		17159715000			74	17	62	16	64	19	0	1	292	6373	37.471327	127.0999477	1	2596.23	16	532798	3	1.3	4.8	62.1	60.4
S010000559	2023	spring	9	1	7	0	1	2	130	219	14	3	11	11	8675642000		8675642000			68	21	68	17	74	22	1	1	349	6000	37.525398	127.022736	1	2596.23	16	532798	3	1.3	4.8	62.1	60.4
S010000495	2023	spring	9	1	7	1	1	2	233	0	11	3	61	61	7520590000		7520590000			78	13	69	15	66	17	0	1	233	6065	37.520183	127.043348	1	2596.23	16	532798	3	1.3	4.8	62.1	60.4
S010000376	2023	spring	9	1	7	2	1	2	0	339	12	4	0	0	1579034000		1579034000			74	16	65	19	61	21	0	0	339	6324	37.48688726	127.0655669	1	2596.23	16	532798	3	1.3	4.8	62.1	60.4
S010000405	2023	spring	9	1	7	1	1	2	357	0	15	2	0	0	7628196000		7628196000			80	17	68	16	72	19	0	1	357	6278	37.495834	127.056676	1	2596.23	16	532798	3	1.3	4.8	62.1	60.4
S010000373	2023	spring	9	1	7	0	1	2	101	115	12	2	0	0	866370000		866370000			51	26	46	24	50	29	0	0	216	6324	37.48495876	127.0594054	1	2596.23	16	532798	3	1.3	4.8	62.1	60.4
S010000531	2023	spring	9	1	7	1	1	2	362	0	15	1	0	0	12010398000		12010398000			83	12	71	18	70	67	1	1	362	6338	37.49371459	127.0809111	1	2596.23	16	532798	3	1.3	4.8	62.1	60.4
S010000375	2023	spring	9	1	7	1	1	2	330	0	13	2	27	27	1333508000		1333508000			69	24	60	22	61	23	0	0	330	6086	37.51756598	127.0560739	1	2596.23	16	532798	3	1.3	4.8	62.1	60.4
S010000568	2023	spring	9	1	7	1	1	2	406	0	17	1	55	55	9418107000		9418107000			80	16	70	13	71	15	1	1	406	6183	37.505109	127.06142	1	2596.23	16	532798	3	1.3	4.8	62.1	60.4
S010000400	2023	spring	9	1	7	0	1	2	55	124	9	2	0	0	794141000		794141000			70	24	57	21	61	26	0	0	179	6003	37.530973	127.032648	1	2596.23	16	532798	3	1.3	4.8	62.1	60.4
S010000532	2023	spring	9	1	7	1	1	2	287	0	13	4	10	10	8020549000		8020549000			74	20	78	11	73	16	0	1	287	6350	37.48571689	127.0814362	1	2596.23	16	532798	3	1.3	4.8	62.1	60.4
S010000514	2023	spring	9	1	7	2	1	2	0	224	13	2	0	0	5684874000		5684874000			80	15	65	20	76	20	0	1	224	6264	37.4879414	127.0359252	1	2596.23	16	532798	3	1.3	4.8	62.1	60.4
S010000534	2023	spring	9	1	7	0	1	2	135	197	14	3	0	0	8393582000		8393582000			75	18	48	17	69	22	0	1	332	6277	37.49190717	127.0521106	1	2596.23	16	532798	3	1.3	4.8	62.1	60.4
S010000542	2023	spring	9	1	7	0	1	2	65	99	8	4	0	0	826761000		826761000			57	30	59	21	59	23	0	0	164	6009	37.52800121	127.0437006	1	2596.23	16	532798	3	1.3	4.8	62.1	60.4
S010000371	2019	spring	1	0	0	0	2	2	104	79	13	0	894	529	5451062000	8023106764	5451062000	7911653078	12885428	63	21	56	23	58	25	0	1	195	5279	37.54988861	127.1607056	1	883.4	10	425267	2.35	1.8	1.5	40.8	22.2
S010000576	2019	spring	1	0	0	0	2	2	46	178	11	1	376	376	8293672000	9201684504	8293672000	9014133325	13616516	95	4	87	6	92	6	2	1	220	5279	37.54815674	127.1573105	1	883.4	10	425267	2.35	1.8	1.5	40.8	22.2
S010000453	2019	spring	1	0	0	2	2	2	0	161	8	3	398	302	6805845000	9202778265	6805845000	9179181917	15637448	76	13	70	20	66	17	0	1	212	5282	37.54922104	127.169632	1	883.4	10	425267	2.35	1.8	1.5	40.8	22.2
S010000428	2019	spring	1	0	0	0	2	2	128	86	12	4	16	16	2038993000	3320163530	2038993000	3226806050	4402191	61	25	45	22	54	27	0	0	224	5367	37.53143311	127.1438141	1	883.4	10	425267	2.35	1.8	1.5	40.8	22.2
S010000392	2019	spring	1	0	0	0	2	2	201	139	14	1	1611	562	7695577000	12329901144	7695577000	12284832548	11502652	68	18	51	21	55	24	0	1	346	5225	37.56046295	127.1585465	1	883.4	10	425267	2.35	1.8	1.5	40.8	22.2
S010005522	2019	spring	1	0	0	0	2	2	88	73	11	2	45	40	1630184000	2593896448	1630184000	2553495547	4873083	64	27	56	27	55	29	0	0	178	5213	37.56382751	127.1779022	1	883.4	10	425267	2.35	1.8	1.5	40.8	22.2
S010000443	2019	spring	1	0	0	1	2	2	454	0	17	1	1465	863	14048000000	15400137224	14048000000	15172898257	11608950	82	15	76	13	74	20	1	1	407	5234	37.55608749	127.1509781	1	883.4	10	425267	2.35	1.8	1.5	40.8	22.2
S010000423	2019	spring	1	0	0	1	2	2	352	0	13	1	506	300	10376215000	13661517128	10376215000	13628724769	12168504	69	20	54	24	67	24	0	1	323	5412	37.51971817	127.1412201	1	883.4	10	425267	2.35	1.8	1.5	40.8	22.2
S010000434	2019	spring	1	0	0	2	2	2	0	168	9	2	33	33	1823704000	2645713221	1823704000	2607592016	4811056	77	19	51	27	62	24	0	0	169	5268	37.54977798	127.1495819	1	883.4	10	425267	2.35	1.8	1.5	40.8	22.2
S010000609	2019	spring	1	0	0	0	2	2	116	108	12	1	334	299	5980550000	7771437110	5980550000	7719271560	10964874	78	13	54	19	67	20	0	1	208	5306	37.54949951	127.1425552	1	883.4	10	425267	2.35	1.8	1.5	40.8	22.2
S010005563	2019	spring	1	0	0	0	2	2	96	87	11	3	49	41	1633289000	2817062134	1633289000	2629238110	4456336	66	23	57	19	50	28	0	0	186	5237	37.55654907	127.1356964	1	883.4	10	425267	2.35	1.8	1.5	40.8	22.2
S010000558	2019	spring	1	0	0	0	2	2	237	160	15	1	2064	2064	10366940000	14040053508	10366940000	13986818248	11334537	76	16	61	18	70	21	0	1	347	5279	37.54891586	127.1582031	1	883.4	10	425267	2.35	1.8	1.5	40.8	22.2
S010000576	2019	fall	2	0	0	0	2	2	46	178	11	1	376	376	8293672000	9201684504	8293672000	9014133325	13616516	95	4	89	6	93	6	2	1	220	5279	37.54815674	127.1573105	2	891.22	10	426219	2.35	1.8	1.5	40.8	22.2
S010000423	2019	fall	2	0	0	1	2	2	352	0	13	1	506	300	10376215000	13661517128	10376215000	13628724769	12168504	66	24	51	25	53	25	0	1	323	5412	37.51971817	127.1412201	2	891.22	10	426219	2.35	1.8	1.5	40.8	22.2
S010000428	2019	fall	2	0	0	0	2	2	128	86	12	4	16	16	2038993000	3320163530	2038993000	3226806050	4402191	79	24	46	23	44	30	0	0	224	5367	37.53143311	127.1438141	2	891.22	10	426219	2.35	1.8	1.5	40.8	22.2
S010005522	2019	fall	2	0	0	0	2	2	88	73	11	2	45	40	1630184000	2593896448	1630184000	2553495547	4873083	59	27	51	26	44	28	0	0	178	5213	37.56382751	127.1779022	2	891.22	10	426219	2.35	1.8	1.5	40.8	22.2
S010005563	2019	fall	2	0	0	0	2	2	96	87	11	3	49	41	1633289000	2817062134	1633289000	2629238110	4456336	60	26	56	19	50	29	0	0	186	5237	37.55654907	127.1356964	2	891.22	10	426219	2.35	1.8	1.5	40.8	22.2
S010000609	2019	fall	2	0	0	0	2	2	116	108	12	1	334	299	5980550000	7771437110	5980550000	7719271560	10964874	75	16	60	22	65	21	0	1	208	5306	37.54949951	127.1425552	2	891.22	10	426219	2.35	1.8	1.5	40.8	22.2
S010000392	2019	fall	2	0	0	0	2	2	201	139	14	1	1611	562	7695577000	12329901144	7695577000	12284832548	11502652	65	20	52	22	49	23	0	1	346	5225	37.56046295	127.1585465	2	891.22	10	426219	2.35	1.8	1.5	40.8	22.2
S010000434	2019	fall	2	0	0	2	2	2	0	168	9	2	33	33	1823704000	2645713221	1823704000	2607592016	4811056	76	17	46	25	49	27	0	0	169	5268	37.54977798	127.1495819	2	891.22	10	426219	2.35	1.8	1.5	40.8	22.2
S010000453	2019	fall	2	0	0	2	2	2	0	161	8	3	398	302	6805845000	9202778265	6805845000	9179181917	15637448	69	18	54	30	65	20	0	1	212	5282	37.54922104	127.169632	2	891.22	10	426219	2.35	1.8	1.5	40.8	22.2
S010000443	2019	fall	2	0	0	1	2	2	454	0	17	1	1465	863	14048000000	15400137224	14048000000	15172898257	11608950	80	16	76	12	67	19	1	1	407	5234	37.55608749	127.1509781	2	891.22	10	426219	2.35	1.8	1.5	40.8	22.2
S010000371	2019	fall	2	0	0	0	2	2	104	79	13	0	894	529	5451062000	8023106764	5451062000	7911653078	12885428	77	20	51	29	53	25	0	1	195	5279	37.54988861	127.1607056	2	891.22	10	426219	2.35	1.8	1.5	40.8	22.2
S010000558	2019	fall	2	0	0	0	2	2	237	160	15	1	2064	2064	10366940000	14040053508	10366940000	13986818248	11334537	69	15	60	19	68	21	0	1	347	5279	37.54891586	127.1582031	2	891.22	10	426219	2.35	1.8	1.5	40.8	22.2
S010000576	2020	spring	3	1	1	0	2	2	46	171	11	1	122	86	6374432000	7952074529	6374432000	7636108042	11431300	90	6	85	10	81	10	2	1	220	5279	37.54815674	127.1573105	1	1010.2	10	452646	2.21	1.7	1.6	48.8	26.3
S010000443	2020	spring	3	1	1	1	2	2	420	0	17	2	80	78	14121000000	12968393912	14121000000	12717449849	9920008	80	14	74	10	82	16	1	1	407	5234	37.55608749	127.1509781	1	1010.2	10	452646	2.21	1.7	1.6	48.8	26.3
S010005522	2020	spring	3	1	1	0	2	2	110	70	11	1	0	0	1407690000	2786795908	1407690000	2605387916	4897346	62	21	52	24	44	25	0	0	178	5213	37.56382751	127.1779022	1	1010.2	10	452646	2.21	1.7	1.6	48.8	26.3
S010005563	2020	spring	3	1	1	0	2	2	87	95	10	5	0	0	1628266000	3092257099	1628266000	3022400956	5265507	63	25	46	25	47	29	0	0	186	5237	37.55654907	127.1356964	1	1010.2	10	452646	2.21	1.7	1.6	48.8	26.3
S010000371	2020	spring	3	1	1	0	2	2	118	93	13	2	0	0	5156704000	7363070705	5156704000	7312869594	12007996	69	18	57	19	60	22	0	1	195	5279	37.54988861	127.1607056	1	1010.2	10	452646	2.21	1.7	1.6	48.8	26.3
S010000609	2020	spring	3	1	1	0	2	2	120	121	14	1	156	156	6272327000	7057916661	6272327000	6936485939	10052878	74	17	56	21	67	19	0	1	208	5306	37.54949951	127.1425552	1	1010.2	10	452646	2.21	1.7	1.6	48.8	26.3
S010000453	2020	spring	3	1	1	2	2	2	0	188	8	6	20	12	6533335000	8955297657	6533335000	8844240585	15935569	70	15	56	20	58	19	0	1	212	5282	37.54922104	127.169632	1	1010.2	10	452646	2.21	1.7	1.6	48.8	26.3
S010000392	2020	spring	3	1	1	0	2	2	211	144	14	2	74	65	7609587000	9761287875	7609587000	9614635082	9078976	69	20	49	19	58	23	0	1	346	5225	37.56046295	127.1585465	1	1010.2	10	452646	2.21	1.7	1.6	48.8	26.3
S010000423	2020	spring	3	1	1	1	2	2	343	0	13	1	0	0	10407810000	10574491935	10407810000	10451343684	9841190	67	20	54	21	60	22	0	1	323	5412	37.51971817	127.1412201	1	1010.2	10	452646	2.21	1.7	1.6	48.8	26.3
S010000428	2020	spring	3	1	1	0	2	2	157	87	11	3	6	6	1208085000	3148942410	1208085000	3077657879	4473340	57	22	50	24	46	28	0	0	224	5367	37.53143311	127.1438141	1	1010.2	10	452646	2.21	1.7	1.6	48.8	26.3
S010000558	2020	spring	3	1	1	0	2	2	244	170	14	2	0	0	8717559000	11042208882	8717559000	10777794092	9203923	71	18	65	20	69	23	0	1	347	5279	37.54891586	127.1582031	1	1010.2	10	452646	2.21	1.7	1.6	48.8	26.3
S010000434	2020	spring	3	1	1	2	2	2	0	171	10	1	0	0	1634255000	2662406675	1634255000	2631790873	4993911	53	20	56	24	63	24	0	0	169	5268	37.54977798	127.1495819	1	1010.2	10	452646	2.21	1.7	1.6	48.8	26.3
S010000443	2020	fall	4	1	2	1	2	2	420	0	17	2	80	78	14121000000	12968393912	14121000000	12717449849	9920008	80	14	80	12	82	16	1	1	407	5234	37.55608749	127.1509781	2	1120.59	10	458058	2.18	1.7	1.6	48.8	26.3
S010000576	2020	fall	4	1	2	0	2	2	46	171	11	1	122	86	6374432000	7952074529	6374432000	7636108042	11431300	80	9	80	10	80	13	2	1	220	5279	37.54815674	127.1573105	2	1120.59	10	458058	2.18	1.7	1.6	48.8	26.3
S010000558	2020	fall	4	1	2	0	2	2	244	170	14	2	0	0	8717559000	11042208882	8717559000	10777794092	9203923	63	16	63	21	65	24	0	1	347	5279	37.54891586	127.1582031	2	1120.59	10	458058	2.18	1.7	1.6	48.8	26.3
S010000371	2020	fall	4	1	2	0	2	2	118	93	13	2	0	0	5156704000	7363070705	5156704000	7312869594	12007996	77	19	54	26	56	23	0	1	195	5279	37.54988861	127.1607056	2	1120.59	10	458058	2.18	1.7	1.6	48.8	26.3
S010000434	2020	fall	4	1	2	2	2	2	0	171	10	1	0	0	1634255000	2662406675	1634255000	2631790873	4993911	53	20	53	23	63	24	0	0	169	5268	37.54977798	127.1495819	2	1120.59	10	458058	2.18	1.7	1.6	48.8	26.3
S010000423	2020	fall	4	1	2	1	2	2	343	0	13	1	0	0	10407810000	10574491935	10407810000	10451343684	9841190	67	21	70	20	64	22	0	1	323	5412	37.51971817	127.1412201	2	1120.59	10	458058	2.18	1.7	1.6	48.8	26.3
S010000392	2020	fall	4	1	2	0	2	2	211	144	14	2	74	65	7609587000	9761287875	7609587000	9614635082	9078976	53	22	51	24	53	24	0	1	346	5225	37.56046295	127.1585465	2	1120.59	10	458058	2.18	1.7	1.6	48.8	26.3
S010005522	2020	fall	4	1	2	0	2	2	110	70	11	1	0	0	1407690000	2786795908	1407690000	2605387916	4897346	62	21	70	24	44	25	0	0	178	5213	37.56382751	127.1779022	2	1120.59	10	458058	2.18	1.7	1.6	48.8	26.3
S010000453	2020	fall	4	1	2	2	2	2	0	188	8	6	20	12	6533335000	8955297657	6533335000	8844240585	15935569	51	13	46	21	62	24	0	1	212	5282	37.54922104	127.169632	2	1120.59	10	458058	2.18	1.7	1.6	48.8	26.3
S010000609	2020	fall	4	1	2	0	2	2	120	121	14	1	156	156	6272327000	7057916661	6272327000	6936485939	10052878	66	21	42	27	63	19	0	1	208	5306	37.54949951	127.1425552	2	1120.59	10	458058	2.18	1.7	1.6	48.8	26.3
S010000428	2020	fall	4	1	2	0	2	2	157	87	11	3	6	6	1208085000	3148942410	1208085000	3077657879	4473340	80	22	72	23	46	28	0	0	224	5367	37.53143311	127.1438141	2	1120.59	10	458058	2.18	1.7	1.6	48.8	26.3
S010005563	2020	fall	4	1	2	0	2	2	87	95	10	5	0	0	1628266000	3092257099	1628266000	3022400956	5265507	58	27	41	26	42	27	0	0	186	5237	37.55654907	127.1356964	2	1120.59	10	458058	2.18	1.7	1.6	48.8	26.3
S010000434	2021	spring	5	1	3	2	2	2	0	170	9	1	43	46	878987000	2954221066	878987000	2309113659	4381620	74	20	53	23	67	23	0	0	170	5268	37.54977798	127.1495819	1	1273.57	10	464900	2.15	1.6	1.4	47.5	26.7
S010000443	2021	spring	5	1	3	1	2	2	407	0	17	1	400	400	11509000000	12614931252	11509000000	12362669275	10141648	82	12	79	11	77	17	1	1	407	5234	37.55608749	127.1509781	1	1273.57	10	464900	2.15	1.6	1.4	47.5	26.7
S010000558	2021	spring	5	1	3	0	2	2	195	165	15	1	335	959	8652895000	11586617549	8652895000	11214862316	10076246	73	18	65	19	65	21	0	1	360	5279	37.54891586	127.1582031	1	1273.57	10	464900	2.15	1.6	1.4	47.5	26.7
S010000423	2021	spring	5	1	3	1	2	2	369	0	12	2	186	266	9068705000	10567111566	9068705000	10399554695	10155815	60	25	69	18	50	25	0	1	369	5412	37.51971817	127.1412201	1	1273.57	10	464900	2.15	1.6	1.4	47.5	26.7
S010005522	2021	spring	5	1	3	0	2	2	89	89	11	5	0	0	1150339000	2296387777	1150339000	2245934614	4237613	71	21	66	19	66	26	0	0	178	5213	37.56382751	127.1779022	1	1273.57	10	464900	2.15	1.6	1.4	47.5	26.7
S010000576	2021	spring	5	1	3	0	2	2	46	186	11	1	27	27	6427359000	8558751599	6427359000	8221849097	12326610	87	6	82	9	82	11	2	1	232	5279	37.54815674	127.1573105	1	1273.57	10	464900	2.15	1.6	1.4	47.5	26.7
S010000453	2021	spring	5	1	3	2	2	2	0	211	10	2	103	103	6602749000	9168096266	6602749000	8884223061	14399065	71	17	62	25	64	22	0	1	211	5282	37.54922104	127.169632	1	1273.57	10	464900	2.15	1.6	1.4	47.5	26.7
S010005563	2021	spring	5	1	3	0	2	2	99	94	11	3	0	0	914777000	3089948773	914777000	2532454752	4411942	67	21	49	23	59	28	0	0	193	5237	37.55654907	127.1356964	1	1273.57	10	464900	2.15	1.6	1.4	47.5	26.7
S010000609	2021	spring	5	1	3	0	2	2	108	112	15	0	78	78	5747952000	10406491649	5747952000	9910268030	14791445	72	19	59	22	64	19	0	1	220	5306	37.54949951	127.1425552	1	1273.57	10	464900	2.15	1.6	1.4	47.5	26.7
S010000371	2021	spring	5	1	3	0	2	2	109	97	13	2	353	353	4799460000	6928869753	4799460000	6411357560	10614830	51	21	52	21	69	21	0	1	206	5279	37.54988861	127.1607056	1	1273.57	10	464900	2.15	1.6	1.4	47.5	26.7
S010000392	2021	spring	5	1	3	0	2	2	211	135	14	1	4	4	7512271000	12239649312	7512271000	10578333156	10290207	63	21	58	21	54	23	0	1	346	5225	37.56046295	127.1585465	1	1273.57	10	464900	2.15	1.6	1.4	47.5	26.7
S010000428	2021	spring	5	1	3	0	2	2	130	94	11	0	25	25	917644000	2938498184	917644000	2610039061	3878216	61	24	64	22	48	29	0	0	224	5367	37.53143311	127.1438141	1	1273.57	10	464900	2.15	1.6	1.4	47.5	26.7
S010000609	2021	fall	6	1	4	0	2	2	108	112	15	0	78	78	5747952000	10406491649	5747952000	9910268030	14791445	64	21	54	21	59	20	0	1	220	5306	37.5495007	127.1425564	2	1367.67	10	464163	2.15	1.6	1.4	47.5	26.7
S010005522	2021	fall	6	1	4	0	2	2	89	89	11	5	0	0	1150339000	2296387777	1150339000	2245934614	4237613	62	21	51	27	39	24	0	0	178	5213	37.56382873	127.1779057	2	1367.67	10	464163	2.15	1.6	1.4	47.5	26.7
S010000371	2021	fall	6	1	4	0	2	2	109	97	13	2	353	353	4799460000	6928869753	4799460000	6411357560	10614830	56	25	57	27	54	26	0	1	206	5279	37.54989	127.160702	2	1367.67	10	464163	2.15	1.6	1.4	47.5	26.7
S010000434	2021	fall	6	1	4	2	2	2	0	170	9	1	43	46	878987000	2954221066	878987000	2309113659	4381620	50	22	56	24	55	27	0	0	170	5268	37.54977642	127.1495812	2	1367.67	10	464163	2.15	1.6	1.4	47.5	26.7
S010000423	2021	fall	6	1	4	1	2	2	369	0	12	2	186	266	9068705000	10567111566	9068705000	10399554695	10155815	66	24	56	23	56	23	0	1	369	5412	37.51971854	127.1412227	2	1367.67	10	464163	2.15	1.6	1.4	47.5	26.7
S010005563	2021	fall	6	1	4	0	2	2	99	94	11	3	0	0	914777000	3089948773	914777000	2532454752	4411942	64	24	45	26	54	31	0	0	193	5237	37.556548	127.135694	2	1367.67	10	464163	2.15	1.6	1.4	47.5	26.7
S010000392	2021	fall	6	1	4	0	2	2	211	135	14	1	4	4	7512271000	12239649312	7512271000	10578333156	10290207	65	20	50	20	54	25	0	1	346	5225	37.56046136	127.1585483	2	1367.67	10	464163	2.15	1.6	1.4	47.5	26.7
S010000428	2021	fall	6	1	4	0	2	2	130	94	11	0	25	25	917644000	2938498184	917644000	2610039061	3878216	53	24	48	24	42	27	0	0	224	5367	37.53143204	127.1438107	2	1367.67	10	464163	2.15	1.6	1.4	47.5	26.7
S010000558	2021	fall	6	1	4	0	2	2	195	165	15	1	335	959	8652895000	11586617549	8652895000	11214862316	10076246	73	17	61	21	61	21	0	1	360	5279	37.548915	127.158204	2	1367.67	10	464163	2.15	1.6	1.4	47.5	26.7
S010000443	2021	fall	6	1	4	1	2	2	407	0	17	1	400	400	11509000000	12614931252	11509000000	12362669275	10141648	75	16	74	10	77	19	1	1	407	5234	37.556089	127.150977	2	1367.67	10	464163	2.15	1.6	1.4	47.5	26.7
S010000576	2021	fall	6	1	4	0	2	2	46	186	11	1	27	27	6427359000	8558751599	6427359000	8221849097	12326610	87	8	83	9	83	14	2	1	232	5279	37.548158	127.157312	2	1367.67	10	464163	2.15	1.6	1.4	47.5	26.7
