schoolid	year	term	time	COVID-19	after_covid	single_gender_sch	area_code	grade	male	female	pupil_teacher_ratio	dropout_rate	asp_enrollment	asp_participant	settlement_revenue	settlement_expense	ppexp	Subjects	Score	schooltype	private	enrollment	zipcode	latitude	longitude	term_num	house_price	library	pop	library_per	divorce	priv_academy	fiscal_auto	fiscal_indep
S010006382	2021	spring	5	After	3	0	16	2	65	86	9	1	32	32	2495129868	2322371685	4848375	Math	59	0	0	151	4701	37.56713104	127.0268097	1	1436.55	7	291906	2.4	1.6	1	53	33.2
S010006381	2021	fall	6	After	4	0	16	2	67	85	8	1	6	6	2617499376	2592058375	5811790	Math	41	0	0	152	4727	37.55325	127.02362	2	1567.03	7	287820	2.43	1.6	1	53	33.2
S010000436	2021	fall	6	After	4	2	16	2	0	201	9	3	25	25	3646381652	3397909125	5342625	Math	58	0	0	201	4716	37.55676803	127.0335995	2	1567.03	7	287820	2.43	1.6	1	53	33.2
S010005209	2021	fall	6	After	4	0	16	2	67	62	8	1	10	10	2862010415	2770462339	7632128	Math	42	0	0	129	4779	37.54382838	127.0478694	2	1567.03	7	287820	2.43	1.6	1	53	33.2
S010006382	2021	fall	6	After	4	0	16	2	65	86	9	1	32	32	2495129868	2322371685	4848375	Math	53	0	0	151	4701	37.567131	127.026809	2	1567.03	7	287820	2.43	1.6	1	53	33.2
S010000557	2021	fall	6	After	4	0	16	2	48	276	15	2	419	297	9853161891	9049891903	8743857	Math	67	1	1	324	4761	37.56191893	127.042326	2	1567.03	7	287820	2.43	1.6	1	53	33.2
S010005523	2021	fall	6	After	4	0	16	2	73	95	10	1	0	0	2814222359	2653503518	5233735	Math	61	0	0	168	4768	37.54734217	127.038253	2	1567.03	7	287820	2.43	1.6	1	53	33.2
S010005209	2022	spring	7	After	5	0	16	2	49	51	8	3	35	35	2246619005	2080900689	6049130	Math	63	0	0	100	4779	37.54382838	127.0478694	1	1621.25	7	285073	2.46	1.2	1	55.7	34.2
S010006382	2022	spring	7	After	5	0	16	2	60	78	9	3	20	20	2238438834	2143076357	4783653	Math	57	0	0	138	4701	37.567131	127.026809	1	1621.25	7	285073	2.46	1.2	1	55.7	34.2
S010000436	2022	spring	7	After	5	2	16	2	0	164	9	2	50	48	3186878206	2664034520	4748725	Math	54	0	0	164	4716	37.55676803	127.0335995	1	1621.25	7	285073	2.46	1.2	1	55.7	34.2
S010006381	2022	spring	7	After	5	0	16	2	52	80	9	3	0	0	2032594504	1828768941	4194424	Math	54	0	0	132	4727	37.55325	127.02362	1	1621.25	7	285073	2.46	1.2	1	55.7	34.2
S010005523	2022	spring	7	After	5	0	16	2	56	78	10	2	0	0	2563492861	2382133347	5046893	Math	63	0	0	134	4768	37.54734217	127.038253	1	1621.25	7	285073	2.46	1.2	1	55.7	34.2
S010000557	2022	spring	7	After	5	0	16	2	33	259	17	2	245	193	10358624183	9429261649	9935998	Math	66	1	1	292	4761	37.56191893	127.042326	1	1621.25	7	285073	2.46	1.2	1	55.7	34.2
S010000436	2022	fall	8	After	6	2	16	2	0	164	9	2	50	48	3186878206	2664034520	4748725	Math	55	0	0	164	4716	37.55676803	127.0335995	2	1623.6	7	282250	2.48	1.2	1	55.7	34.2
S010000557	2022	fall	8	After	6	0	16	2	33	259	17	2	245	193	10358624183	9429261649	9935998	Math	66	1	1	292	4761	37.56191893	127.042326	2	1623.6	7	282250	2.48	1.2	1	55.7	34.2
S010006381	2022	fall	8	After	6	0	16	2	52	80	9	3	0	0	2032594504	1828768941	4194424	Math	50	0	0	132	4727	37.55325	127.02362	2	1623.6	7	282250	2.48	1.2	1	55.7	34.2
S010005209	2022	fall	8	After	6	0	16	2	49	51	8	3	35	35	2246619005	2080900689	6049130	Math	64	0	0	100	4779	37.54382838	127.0478694	2	1623.6	7	282250	2.48	1.2	1	55.7	34.2
S010005523	2022	fall	8	After	6	0	16	2	56	78	10	2	0	0	2563492861	2382133347	5046893	Math	63	0	0	134	4768	37.54734217	127.038253	2	1623.6	7	282250	2.48	1.2	1	55.7	34.2
S010006382	2022	fall	8	After	6	0	16	2	60	78	9	3	20	20	2238438834	2143076357	4783653	Math	54	0	0	138	4701	37.567131	127.026809	2	1623.6	7	282250	2.48	1.2	1	55.7	34.2
S010006382	2023	spring	9	After	7	0	16	2	69	97	9	1	0	0	2339822719	2321970199	4878089	Math	66	0	0	166	4701	37.567131	127.026809	1	1647.38	7	280240	2.5	1.2	1.2	54.1	34.5
S010000436	2023	spring	9	After	7	2	16	2	0	154	9	1	74	67	3267780446	3105547143	5837495	Math	64	0	0	154	4716	37.55676803	127.0335995	1	1647.38	7	280240	2.5	1.2	1.2	54.1	34.5
S010006381	2023	spring	9	After	7	0	16	2	70	88	9	3	9	9	2355122514	2266254142	5092706	Math	55	0	0	158	4727	37.55325	127.02362	1	1647.38	7	280240	2.5	1.2	1.2	54.1	34.5
S010005209	2023	spring	9	After	7	0	16	2	68	40	8	2	27	27	2271957591	2258634629	6702180	Math	60	0	0	108	4779	37.54382838	127.0478694	1	1647.38	7	280240	2.5	1.2	1.2	54.1	34.5
S010005523	2023	spring	9	After	7	0	16	2	68	94	10	2	6	3	2787689877	2782116662	5932019	Math	60	0	0	162	4768	37.54734217	127.038253	1	1647.38	7	280240	2.5	1.2	1.2	54.1	34.5
S010000557	2023	spring	9	After	7	0	16	2	53	265	15	4	228	222	12138493159	11025141253	11716409	Math	65	1	1	318	4761	37.56191893	127.042326	1	1647.38	7	280240	2.5	1.2	1.2	54.1	34.5
S010000510	2019	spring	1	Before	0	1	17	2	290	0	15	1	814	363	13446425596	12058150386	12586796	Math	65	0	1	293	2843	37.58793259	127.0251999	1	702.07	13	438245	2.97	1.5	1	46.4	19.6
S010000387	2019	spring	1	Before	0	1	17	2	231	0	14	1	324	134	8593662446	8431788269	10893783	Math	49	0	1	225	2708	37.6098175	127.0015717	1	702.07	13	438245	2.97	1.5	1	46.4	19.6
S010000572	2019	spring	1	Before	0	0	17	2	58	196	13	0	1239	697	12366990355	11130080238	14820346	Math	89	2	1	256	2713	37.61330414	127.0141754	1	702.07	13	438245	2.97	1.5	1	46.4	19.6
S010000563	2019	spring	1	Before	0	1	17	2	95	0	9	3	457	191	6099295926	6057502891	18300612	Math	56	0	1	93	2835	37.59433746	127.0038605	1	702.07	13	438245	2.97	1.5	1	46.4	19.6
S010000464	2019	spring	1	Before	0	0	17	2	85	122	14	2	154	142	3045731858	3016481119	4207087	Math	49	0	0	219	2782	37.60958862	127.0667191	1	702.07	13	438245	2.97	1.5	1	46.4	19.6
S010000377	2019	spring	1	Before	0	1	17	2	151	0	10	1	86	79	3111327095	3079353087	5979327	Math	44	0	0	167	2870	37.58620071	127.0146637	1	702.07	13	438245	2.97	1.5	1	46.4	19.6
S000003561	2019	spring	1	Before	0	0	17	2	109	119	12	0	350	252	2599953032	2596222244	3402651	Math	57	0	0	214	2796	37.59472275	127.0381165	1	702.07	13	438245	2.97	1.5	1	46.4	19.6
S010000386	2019	spring	1	Before	0	0	17	2	105	177	14	1	829	437	8545402397	8474513535	9201426	Math	46	0	1	253	2720	37.60771179	127.0203095	1	702.07	13	438245	2.97	1.5	1	46.4	19.6
S010000471	2019	spring	1	Before	0	2	17	2	0	251	14	1	2201	2201	8477126626	8408852433	10317610	Math	60	0	1	186	2840	37.59428787	127.0224075	1	702.07	13	438245	2.97	1.5	1	46.4	19.6
S010000556	2019	spring	1	Before	0	2	17	2	0	232	15	2	136	136	8337287423	8250808535	10899351	Math	54	0	1	184	2876	37.58320236	127.0117722	1	702.07	13	438245	2.97	1.5	1	46.4	19.6
S000003561	2019	fall	2	Before	0	0	17	2	109	119	12	0	350	252	2599953032	2596222244	3402651	Math	47	0	0	214	2796	37.59472275	127.0381165	2	707.23	13	441590	2.94	1.5	1	46.4	19.6
S010000471	2019	fall	2	Before	0	2	17	2	0	251	14	1	2201	2201	8477126626	8408852433	10317610	Math	58	0	1	186	2840	37.59428787	127.0224075	2	707.23	13	441590	2.94	1.5	1	46.4	19.6
S010000563	2019	fall	2	Before	0	1	17	2	95	0	9	3	457	191	6099295926	6057502891	18300612	Math	52	0	1	93	2835	37.59433746	127.0038605	2	707.23	13	441590	2.94	1.5	1	46.4	19.6
S010000510	2019	fall	2	Before	0	1	17	2	290	0	15	1	814	363	13446425596	12058150386	12586796	Math	66	0	1	293	2843	37.58793259	127.0251999	2	707.23	13	441590	2.94	1.5	1	46.4	19.6
S010000556	2019	fall	2	Before	0	2	17	2	0	232	15	2	136	136	8337287423	8250808535	10899351	Math	54	0	1	184	2876	37.58320236	127.0117722	2	707.23	13	441590	2.94	1.5	1	46.4	19.6
S010000572	2019	fall	2	Before	0	0	17	2	58	196	13	0	1239	697	12366990355	11130080238	14820346	Math	86	2	1	256	2713	37.61330414	127.0141754	2	707.23	13	441590	2.94	1.5	1	46.4	19.6
S010000387	2019	fall	2	Before	0	1	17	2	231	0	14	1	324	134	8593662446	8431788269	10893783	Math	49	0	1	225	2708	37.6098175	127.0015717	2	707.23	13	441590	2.94	1.5	1	46.4	19.6
S010000377	2019	fall	2	Before	0	1	17	2	151	0	10	1	86	79	3111327095	3079353087	5979327	Math	45	0	0	167	2870	37.58620071	127.0146637	2	707.23	13	441590	2.94	1.5	1	46.4	19.6
S010000464	2019	fall	2	Before	0	0	17	2	85	122	14	2	154	142	3045731858	3016481119	4207087	Math	49	0	0	219	2782	37.60958862	127.0667191	2	707.23	13	441590	2.94	1.5	1	46.4	19.6
S010000386	2019	fall	2	Before	0	0	17	2	105	177	14	1	829	437	8545402397	8474513535	9201426	Math	47	0	1	253	2720	37.60771179	127.0203095	2	707.23	13	441590	2.94	1.5	1	46.4	19.6
S000003561	2020	spring	3	After	1	0	17	2	121	122	12	0	0	0	1407970190	1404375953	1958683	Math	50	0	0	214	2796	37.59472275	127.0381165	1	801.92	13	442494	2.94	1.5	1	48.2	20
S010000377	2020	spring	3	After	1	1	17	2	164	0	10	2	22	20	3768681654	3721665947	7254710	Math	45	0	0	167	2870	37.58620071	127.0146637	1	801.92	13	442494	2.94	1.5	1	48.2	20
S010000471	2020	spring	3	After	1	2	17	2	0	240	12	1	0	0	7700432146	7545046787	10671919	Math	51	0	1	186	2840	37.59428787	127.0224075	1	801.92	13	442494	2.94	1.5	1	48.2	20
S010000572	2020	spring	3	After	1	0	17	2	58	183	14	0	0	0	10399465389	8531908151	11375878	Math	86	2	1	256	2713	37.61330414	127.0141754	1	801.92	13	442494	2.94	1.5	1	48.2	20
S010000556	2020	spring	3	After	1	2	17	2	0	248	13	2	0	0	6834313487	6693044504	9480233	Math	57	0	1	184	2876	37.58320236	127.0117722	1	801.92	13	442494	2.94	1.5	1	48.2	20
S010000510	2020	spring	3	After	1	1	17	2	326	0	14	1	0	0	10745069104	10672907610	11728470	Math	49	0	1	293	2843	37.58793259	127.0251999	1	801.92	13	442494	2.94	1.5	1	48.2	20
S010000386	2020	spring	3	After	1	0	17	2	107	183	14	1	0	0	7496561120	7393354685	8687843	Math	44	0	1	253	2720	37.60771179	127.0203095	1	801.92	13	442494	2.94	1.5	1	48.2	20
S010000387	2020	spring	3	After	1	1	17	2	257	0	13	1	44	40	7983428427	7752770514	10812790	Math	50	0	1	225	2708	37.6098175	127.0015717	1	801.92	13	442494	2.94	1.5	1	48.2	20
S010000464	2020	spring	3	After	1	0	17	2	114	132	12	1	165	165	3559841210	3360846223	5092191	Math	49	0	0	219	2782	37.60958862	127.0667191	1	801.92	13	442494	2.94	1.5	1	48.2	20
S010000563	2020	spring	3	After	1	1	17	2	122	0	9	0	135	53	6429271640	5885233897	18391356	Math	52	0	1	93	2835	37.59433746	127.0038605	1	801.92	13	442494	2.94	1.5	1	48.2	20
S010000386	2020	fall	4	After	2	0	17	2	107	183	14	1	0	0	7496561120	7393354685	8687843	Math	55	0	1	253	2720	37.60771179	127.0203095	2	925.7	13	439719	2.96	1.5	1	48.2	20
S010000464	2020	fall	4	After	2	0	17	2	114	132	12	1	165	165	3559841210	3360846223	5092191	Math	44	0	0	219	2782	37.60958862	127.0667191	2	925.7	13	439719	2.96	1.5	1	48.2	20
S010000387	2020	fall	4	After	2	1	17	2	257	0	13	1	44	40	7983428427	7752770514	10812790	Math	59	0	1	225	2708	37.6098175	127.0015717	2	925.7	13	439719	2.96	1.5	1	48.2	20
S010000471	2020	fall	4	After	2	2	17	2	0	240	12	1	0	0	7700432146	7545046787	10671919	Math	51	0	1	186	2840	37.59428787	127.0224075	2	925.7	13	439719	2.96	1.5	1	48.2	20
S010000572	2020	fall	4	After	2	0	17	2	58	183	14	0	0	0	10399465389	8531908151	11375878	Math	86	2	1	256	2713	37.61330414	127.0141754	2	925.7	13	439719	2.96	1.5	1	48.2	20
S000003561	2020	fall	4	After	2	0	17	2	121	122	12	0	0	0	1407970190	1404375953	1958683	Math	60	0	0	214	2796	37.59472275	127.0381165	2	925.7	13	439719	2.96	1.5	1	48.2	20
S010000563	2020	fall	4	After	2	1	17	2	122	0	9	0	135	53	6429271640	5885233897	18391356	Math	43	0	1	93	2835	37.59433746	127.0038605	2	925.7	13	439719	2.96	1.5	1	48.2	20
S010000556	2020	fall	4	After	2	2	17	2	0	248	13	2	0	0	6834313487	6693044504	9480233	Math	45	0	1	184	2876	37.58320236	127.0117722	2	925.7	13	439719	2.96	1.5	1	48.2	20
S010000377	2020	fall	4	After	2	1	17	2	164	0	10	2	22	20	3768681654	3721665947	7254710	Math	67	0	0	167	2870	37.58620071	127.0146637	2	925.7	13	439719	2.96	1.5	1	48.2	20
S010000510	2020	fall	4	After	2	1	17	2	326	0	14	1	0	0	10745069104	10672907610	11728470	Math	50	0	1	293	2843	37.58793259	127.0251999	2	925.7	13	439719	2.96	1.5	1	48.2	20
S010000464	2021	spring	5	After	3	0	17	2	91	122	12	1	34	34	3559841210	3360846223	5092191	Math	52	0	0	213	2782	37.60958862	127.0667191	1	1031.12	13	434826	2.99	1.5	1	47.6	20.6
S010000387	2021	spring	5	After	3	1	17	2	238	0	13	2	46	42	7983428427	7752770514	10812790	Math	68	0	1	238	2708	37.6098175	127.0015717	1	1031.12	13	434826	2.99	1.5	1	47.6	20.6
S010000510	2021	spring	5	After	3	1	17	2	293	0	13	1	29	29	10745069104	10672907610	11728470	Math	59	0	1	293	2843	37.58793259	127.0251999	1	1031.12	13	434826	2.99	1.5	1	47.6	20.6
S010000556	2021	spring	5	After	3	2	17	2	0	227	13	2	34	34	6834313487	6693044504	9480233	Math	53	0	1	227	2876	37.58320236	127.0117722	1	1031.12	13	434826	2.99	1.5	1	47.6	20.6
S010000386	2021	spring	5	After	3	0	17	2	94	159	12	1	363	363	7496561120	7393354685	8687843	Math	50	0	1	253	2720	37.60771179	127.0203095	1	1031.12	13	434826	2.99	1.5	1	47.6	20.6
S000003561	2021	spring	5	After	3	0	17	2	113	112	12	0	81	68	1407970190	1404375953	1958683	Math	61	0	0	225	2796	37.59472275	127.0381165	1	1031.12	13	434826	2.99	1.5	1	47.6	20.6
S010000377	2021	spring	5	After	3	1	17	2	188	0	9	1	52	52	3768681654	3721665947	7254710	Math	42	0	0	188	2870	37.58620071	127.0146637	1	1031.12	13	434826	2.99	1.5	1	47.6	20.6
S010000572	2021	spring	5	After	3	0	17	2	66	190	13	0	532	532	10399465389	8531908151	11375878	Math	86	2	1	256	2713	37.61330414	127.0141754	1	1031.12	13	434826	2.99	1.5	1	47.6	20.6
S010000471	2021	spring	5	After	3	2	17	2	0	209	11	2	27	27	7700432146	7545046787	10671919	Math	50	0	1	209	2840	37.59428787	127.0224075	1	1031.12	13	434826	2.99	1.5	1	47.6	20.6
S010000563	2021	spring	5	After	3	1	17	2	101	0	9	0	215	116	6429271640	5885233897	18391356	Math	53	0	1	101	2835	37.59433746	127.0038605	1	1031.12	13	434826	2.99	1.5	1	47.6	20.6
S010000387	2021	fall	6	After	4	1	17	2	238	0	13	2	46	42	7983428427	7752770514	10812790	Math	51	0	1	238	2708	37.609816	127.001571	2	1105.77	13	432628	3	1.5	1	47.6	20.6
S010000377	2021	fall	6	After	4	1	17	2	188	0	9	1	52	52	3768681654	3721665947	7254710	Math	39	0	0	188	2870	37.5862	127.014664	2	1105.77	13	432628	3	1.5	1	47.6	20.6
S000003561	2021	fall	6	After	4	0	17	2	113	112	12	0	81	68	1407970190	1404375953	1958683	Math	49	0	0	225	2796	37.59472375	127.0381187	2	1105.77	13	432628	3	1.5	1	47.6	20.6
S010000510	2021	fall	6	After	4	1	17	2	293	0	13	1	29	29	10745069104	10672907610	11728470	Math	53	0	1	293	2843	37.5879326	127.0251981	2	1105.77	13	432628	3	1.5	1	47.6	20.6
S010000572	2021	fall	6	After	4	0	17	2	66	190	13	0	532	532	10399465389	8531908151	11375878	Math	86	2	1	256	2713	37.61330387	127.0141757	2	1105.77	13	432628	3	1.5	1	47.6	20.6
S010000464	2021	fall	6	After	4	0	17	2	91	122	12	1	34	34	3559841210	3360846223	5092191	Math	53	0	0	213	2782	37.60958821	127.0667165	2	1105.77	13	432628	3	1.5	1	47.6	20.6
S010000471	2021	fall	6	After	4	2	17	2	0	209	11	2	27	27	7700432146	7545046787	10671919	Math	47	0	1	209	2840	37.5942881	127.0224064	2	1105.77	13	432628	3	1.5	1	47.6	20.6
S010000386	2021	fall	6	After	4	0	17	2	94	159	12	1	363	363	7496561120	7393354685	8687843	Math	43	0	1	253	2720	37.60771	127.02031	2	1105.77	13	432628	3	1.5	1	47.6	20.6
S010000556	2021	fall	6	After	4	2	17	2	0	227	13	2	34	34	6834313487	6693044504	9480233	Math	58	0	1	227	2876	37.583201	127.011775	2	1105.77	13	432628	3	1.5	1	47.6	20.6
S010000563	2021	fall	6	After	4	1	17	2	101	0	9	0	215	116	6429271640	5885233897	18391356	Math	55	0	1	101	2835	37.594336	127.003863	2	1105.77	13	432628	3	1.5	1	47.6	20.6
S010000464	2022	spring	7	After	5	0	17	2	94	125	11	1	11	11	3691134245	2937412805	4403917	Math	42	0	0	219	2782	37.60958821	127.0667165	1	1125.09	13	433150	3	1.2	1.1	45.5	19.9
S000003561	2022	spring	7	After	5	0	17	2	106	108	10	2	89	89	1407970190	1404375953	1958683	Math	57	0	0	214	2796	37.59472375	127.0381187	1	1125.09	13	433150	3	1.2	1.1	45.5	19.9
S010000377	2022	spring	7	After	5	1	17	2	167	0	10	3	34	34	3488851073	3370871153	6324336	Math	43	0	0	167	2870	37.5862	127.014664	1	1125.09	13	433150	3	1.2	1.1	45.5	19.9
S010000556	2022	spring	7	After	5	2	17	2	0	184	11	2	37	37	9521443556	9325178667	13980778	Math	45	0	1	184	2876	37.583201	127.011775	1	1125.09	13	433150	3	1.2	1.1	45.5	19.9
S010000387	2022	spring	7	After	5	1	17	2	221	0	13	1	93	79	9558595756	8309953510	11770472	Math	46	0	1	221	2708	37.609816	127.001571	1	1125.09	13	433150	3	1.2	1.1	45.5	19.9
S010000572	2022	spring	7	After	5	0	17	2	55	183	13	2	797	499	11740987966	9838562874	13331386	Math	88	2	1	238	2713	37.61330387	127.0141757	1	1125.09	13	433150	3	1.2	1.1	45.5	19.9
S010000471	2022	spring	7	After	5	2	17	2	0	186	11	2	54	54	8731586758	8060479571	12733775	Math	48	0	1	186	2840	37.5942881	127.0224064	1	1125.09	13	433150	3	1.2	1.1	45.5	19.9
S010000563	2022	spring	7	After	5	1	17	2	93	0	8	1	115	75	8070431987	7592604673	24027230	Math	63	0	1	93	2835	37.594336	127.003863	1	1125.09	13	433150	3	1.2	1.1	45.5	19.9
S010000510	2022	spring	7	After	5	1	17	2	283	0	13	1	82	82	11547001415	11183582622	12665439	Math	55	0	1	283	2843	37.5879326	127.0251981	1	1125.09	13	433150	3	1.2	1.1	45.5	19.9
S010000386	2022	spring	7	After	5	0	17	2	98	155	12	2	266	266	8087122437	7651131831	9540065	Math	57	0	1	253	2720	37.60771	127.02031	1	1125.09	13	433150	3	1.2	1.1	45.5	19.9
S010000464	2022	fall	8	After	6	0	17	2	94	125	11	1	11	11	3691134245	2937412805	4403917	Math	48	0	0	219	2782	37.60958821	127.0667165	2	1117.53	13	431827	3.01	1.2	1.1	45.5	19.9
S010000471	2022	fall	8	After	6	2	17	2	0	186	11	2	54	54	8731586758	8060479571	12733775	Math	49	0	1	186	2840	37.5942881	127.0224064	2	1117.53	13	431827	3.01	1.2	1.1	45.5	19.9
S010000563	2022	fall	8	After	6	1	17	2	93	0	8	1	115	75	8070431987	7592604673	24027230	Math	65	0	1	93	2835	37.594336	127.003863	2	1117.53	13	431827	3.01	1.2	1.1	45.5	19.9
S010000387	2022	fall	8	After	6	1	17	2	221	0	13	1	93	79	9558595756	8309953510	11770472	Math	52	0	1	221	2708	37.609816	127.001571	2	1117.53	13	431827	3.01	1.2	1.1	45.5	19.9
S010000556	2022	fall	8	After	6	2	17	2	0	184	11	2	37	37	9521443556	9325178667	13980778	Math	43	0	1	184	2876	37.583201	127.011775	2	1117.53	13	431827	3.01	1.2	1.1	45.5	19.9
S010000377	2022	fall	8	After	6	1	17	2	167	0	10	3	34	34	3488851073	3370871153	6324336	Math	38	0	0	167	2870	37.5862	127.014664	2	1117.53	13	431827	3.01	1.2	1.1	45.5	19.9
S010000572	2022	fall	8	After	6	0	17	2	55	183	13	2	797	499	11740987966	9838562874	13331386	Math	85	2	1	238	2713	37.61330387	127.0141757	2	1117.53	13	431827	3.01	1.2	1.1	45.5	19.9
S010000510	2022	fall	8	After	6	1	17	2	283	0	13	1	82	82	11547001415	11183582622	12665439	Math	53	0	1	283	2843	37.5879326	127.0251981	2	1117.53	13	431827	3.01	1.2	1.1	45.5	19.9
S000003561	2022	fall	8	After	6	0	17	2	106	108	10	2	89	89	1407970190	1404375953	1958683	Math	57	0	0	214	2796	37.59472375	127.0381187	2	1117.53	13	431827	3.01	1.2	1.1	45.5	19.9
S010000386	2022	fall	8	After	6	0	17	2	98	155	12	2	266	266	8087122437	7651131831	9540065	Math	52	0	1	253	2720	37.60771	127.02031	2	1117.53	13	431827	3.01	1.2	1.1	45.5	19.9
S010000556	2023	spring	9	After	7	2	17	2	0	192	11	3	23	20	11407714619	8179408503	13408866	Math	70	0	1	192	2876	37.583201	127.011775	1	1052.23	13	430100	3.02	1.2	1.1	45.3	20.7
S010000572	2023	spring	9	After	7	0	17	2	56	183	11	0	801	484	12370466070	10864256358	14923429	Math	86	2	1	239	2713	37.61330387	127.0141757	1	1052.23	13	430100	3.02	1.2	1.1	45.3	20.7
S010000387	2023	spring	9	After	7	1	17	2	225	0	12	1	76	70	9293805006	9172283013	13468844	Math	48	0	1	225	2708	37.609816	127.001571	1	1052.23	13	430100	3.02	1.2	1.1	45.3	20.7
S000003561	2023	spring	9	After	7	0	17	2	87	143	11	0	67	67	1407970190	1404375953	1958683	Math	56	0	0	230	2796	37.59472375	127.0381187	1	1052.23	13	430100	3.02	1.2	1.1	45.3	20.7
S010000563	2023	spring	9	After	7	1	17	2	99	0	8	1	110	74	6222760520	6165619439	21187696	Math	63	0	1	99	2835	37.594336	127.003863	1	1052.23	13	430100	3.02	1.2	1.1	45.3	20.7
S010000510	2023	spring	9	After	7	1	17	2	286	0	13	1	132	132	14482227438	10734888435	12584863	Math	56	0	1	286	2843	37.5879326	127.0251981	1	1052.23	13	430100	3.02	1.2	1.1	45.3	20.7
S010000464	2023	spring	9	After	7	0	17	2	107	125	12	1	15	15	4274185023	4061854485	6154325	Math	55	0	0	232	2782	37.60958821	127.0667165	1	1052.23	13	430100	3.02	1.2	1.1	45.3	20.7
S010000386	2023	spring	9	After	7	0	17	2	83	188	12	2	227	227	9107270694	8939770819	11244995	Math	57	0	1	271	2720	37.60771	127.02031	1	1052.23	13	430100	3.02	1.2	1.1	45.3	20.7
S010000377	2023	spring	9	After	7	1	17	2	168	0	10	2	24	24	3837561555	3828066932	7182115	Math	47	0	0	168	2870	37.5862	127.014664	1	1052.23	13	430100	3.02	1.2	1.1	45.3	20.7
S010000471	2023	spring	9	After	7	2	17	2	0	202	11	2	115	99	9088240519	9046109287	14902981	Math	65	0	1	202	2840	37.5942881	127.0224064	1	1052.23	13	430100	3.02	1.2	1.1	45.3	20.7
S010000461	2019	spring	1	Before	0	0	18	2	86	46	11	1	0	0	7625080905	7582694661	18585036	Math	51	2	0	122	5541	37.52175903	127.1305924	1	1180.72	12	678521	1.77	1.6	1.6	47.2	38.4
S010000539	2019	spring	1	Before	0	2	18	2	0	147	7	1	27	27	2831931935	2797203060	5180006	Math	65	0	0	157	5649	37.51624298	127.1402741	1	1180.72	12	678521	1.77	1.6	1.6	47.2	38.4
S010000504	2019	spring	1	Before	0	2	18	2	0	279	12	3	155	124	10256517106	10192348557	11439224	Math	55	0	1	285	5529	37.53213501	127.1198196	1	1180.72	12	678521	1.77	1.6	1.6	47.2	38.4
S010000524	2019	spring	1	Before	0	2	18	2	0	278	13	3	287	242	10523625544	10218033280	10893426	Math	63	0	1	262	5676	37.50232315	127.1130981	1	1180.72	12	678521	1.77	1.6	1.6	47.2	38.4
S010005566	2019	spring	1	Before	0	0	18	2	68	57	8	5	45	40	2073660864	2046838017	5129920	Math	46	0	0	138	5501	37.514431	127.082428	1	1180.72	12	678521	1.77	1.6	1.6	47.2	38.4
S010000528	2019	spring	1	Before	0	2	18	2	0	322	16	1	258	208	11100537809	11048914865	10239958	Math	55	0	1	332	5571	37.50882339	127.071907	1	1180.72	12	678521	1.77	1.6	1.6	47.2	38.4
S010000523	2019	spring	1	Before	0	1	18	2	192	0	11	1	77	68	3251966751	3188555180	4974345	Math	52	0	0	190	5507	37.52261734	127.1062927	1	1180.72	12	678521	1.77	1.6	1.6	47.2	38.4
S010000640	2019	spring	1	Before	0	1	18	2	382	0	16	3	800	509	12907210325	10492932389	9402269	Math	68	1	1	364	5742	37.49698257	127.1382904	1	1180.72	12	678521	1.77	1.6	1.6	47.2	38.4
S010000496	2019	spring	1	Before	0	0	18	2	160	166	15	3	137	73	9727069254	9050419557	8761297	Math	43	0	1	322	5555	37.51000214	127.0898666	1	1180.72	12	678521	1.77	1.6	1.6	47.2	38.4
S010000441	2019	spring	1	Before	0	1	18	2	288	0	14	3	557	337	11297340633	10797554823	12091327	Math	54	0	1	268	5598	37.49881744	127.0957031	1	1180.72	12	678521	1.77	1.6	1.6	47.2	38.4
S010000507	2019	spring	1	Before	0	0	18	2	138	167	15	2	125	119	3724102596	3664411617	3754520	Math	33	0	0	266	5660	37.50452423	127.1295395	1	1180.72	12	678521	1.77	1.6	1.6	47.2	38.4
S010005498	2019	spring	1	Before	0	0	18	2	128	112	14	1	37	37	3313483894	3249707153	4214925	Math	42	0	0	235	5809	37.4851799	127.1266937	1	1180.72	12	678521	1.77	1.6	1.6	47.2	38.4
S010005524	2019	spring	1	Before	0	0	18	2	111	114	14	2	92	92	2716716657	2502714108	3500300	Math	52	0	0	184	5811	37.48124313	127.1289902	1	1180.72	12	678521	1.77	1.6	1.6	47.2	38.4
S010005182	2019	spring	1	Before	0	0	18	2	135	136	12	2	0	0	3549290266	3474177822	4030369	Math	49	0	0	245	5645	37.50839996	127.1204758	1	1180.72	12	678521	1.77	1.6	1.6	47.2	38.4
S010000446	2019	spring	1	Before	0	1	18	2	304	0	16	2	88	82	10338990541	10290149627	10532395	Math	64	0	1	260	5649	37.51940155	127.1352768	1	1180.72	12	678521	1.77	1.6	1.6	47.2	38.4
S010000522	2019	spring	1	Before	0	0	18	2	128	100	11	2	83	74	3318947398	3269513583	4454378	Math	57	0	0	230	5502	37.51470566	127.0882645	1	1180.72	12	678521	1.77	1.6	1.6	47.2	38.4
S010000370	2019	spring	1	Before	0	0	18	2	116	146	13	3	74	69	3551395089	3420786862	4111523	Math	52	0	0	163	5678	37.50163651	127.1169434	1	1180.72	12	678521	1.77	1.6	1.6	47.2	38.4
