schoolid	year	term	time	COVID-19	after_covid	single_gender_sch	area_code	grade	male	female	pupil_teacher_ratio	dropout_rate	asp_enrollment	asp_participant	settlement_revenue	settlement_expense	ppexp	Subjects	Score	schooltype	private	enrollment	zipcode	latitude	longitude	term_num	house_price	library	pop	library_per	divorce	priv_academy	fiscal_auto	fiscal_indep
S010000568	2019	spring	1	Before	0	1	1	2	454	0	18	1	296	255	12429221870	12362056034	9372294	Korean	82	1	1	403	6183	37.50510788	127.0614166	1	1773.59	16	541854	2.95	1.5	4.2	55.8	54.4
S010000532	2019	spring	1	Before	0	1	1	2	229	0	13	4	119	105	10141540907	10108302932	11486708	Korean	76	0	1	266	6350	37.48571777	127.0814362	1	1773.59	16	541854	2.95	1.5	4.2	55.8	54.4
S010000400	2019	spring	1	Before	0	0	1	2	67	127	12	5	43	33	3303772707	3173247426	5044909	Korean	62	0	0	179	6003	37.53097153	127.0326462	1	1773.59	16	541854	2.95	1.5	4.2	55.8	54.4
S010000531	2019	spring	1	Before	0	1	1	2	398	0	17	2	175	175	11104821714	10632220814	9134210	Korean	76	1	1	362	6338	37.49371338	127.0809097	1	1773.59	16	541854	2.95	1.5	4.2	55.8	54.4
S010000514	2019	spring	1	Before	0	2	1	2	0	249	13	3	84	72	7575241792	7420963875	9842127	Korean	80	0	1	224	6264	37.48794174	127.0359268	1	1773.59	16	541854	2.95	1.5	4.2	55.8	54.4
S010000479	2019	spring	1	Before	0	2	1	2	0	389	15	3	185	161	11829809182	11722433286	9461205	Korean	79	0	1	352	6277	37.49147415	127.0526123	1	1773.59	16	541854	2.95	1.5	4.2	55.8	54.4
S010000559	2019	spring	1	Before	0	0	1	2	161	233	16	3	176	155	11160685976	10589447409	9248426	Korean	70	1	1	349	6000	37.52539825	127.0227356	1	1773.59	16	541854	2.95	1.5	4.2	55.8	54.4
S010000405	2019	spring	1	Before	0	1	1	2	346	0	15	4	0	0	9904312815	9859300822	8938623	Korean	80	0	1	357	6278	37.49583435	127.0566788	1	1773.59	16	541854	2.95	1.5	4.2	55.8	54.4
S010000376	2019	spring	1	Before	0	2	1	2	0	339	14	1	190	177	4860745759	4759502580	4171343	Korean	77	0	0	339	6324	37.48688889	127.065567	1	1773.59	16	541854	2.95	1.5	4.2	55.8	54.4
S010000375	2019	spring	1	Before	0	1	1	2	386	0	14	3	76	76	5572170702	5447775511	4487459	Korean	63	0	0	321	6086	37.51756668	127.0560761	1	1773.59	16	541854	2.95	1.5	4.2	55.8	54.4
S010000459	2019	spring	1	Before	0	0	1	2	62	109	12	1	443	268	8194704471	8099638550	13589998	Korean	74	0	1	185	6348	37.49031448	127.1023636	1	1773.59	16	541854	2.95	1.5	4.2	55.8	54.4
S010000548	2019	spring	1	Before	0	0	1	2	89	162	12	3	48	48	10396289219	10083505330	12296958	Korean	57	0	1	259	6373	37.47132874	127.0999451	1	1773.59	16	541854	2.95	1.5	4.2	55.8	54.4
S010000495	2019	spring	1	Before	0	1	1	2	256	0	12	3	313	250	9172438454	9067128012	10268548	Korean	76	0	1	315	6065	37.52018356	127.0433502	1	1773.59	16	541854	2.95	1.5	4.2	55.8	54.4
S010000373	2019	spring	1	Before	0	0	1	2	85	109	11	4	64	59	3153356249	2882482660	4482866	Korean	64	0	0	204	6324	37.48495865	127.0594025	1	1773.59	16	541854	2.95	1.5	4.2	55.8	54.4
S010000542	2019	spring	1	Before	0	0	1	2	71	100	9	6	59	57	2605440849	2456022850	4073007	Korean	66	0	0	164	6009	37.52799988	127.0437012	1	1773.59	16	541854	2.95	1.5	4.2	55.8	54.4
S010000534	2019	spring	1	Before	0	0	1	2	133	186	15	2	100	92	11234254520	10593201048	10509128	Korean	72	0	1	302	6277	37.49190903	127.0521088	1	1773.59	16	541854	2.95	1.5	4.2	55.8	54.4
S010000538	2019	spring	1	Before	0	2	1	2	0	299	16	3	118	118	10930128693	10708776730	10938485	Korean	73	0	1	308	6213	37.50182724	127.0469055	1	1773.59	16	541854	2.95	1.5	4.2	55.8	54.4
S010000400	2019	fall	2	Before	0	0	1	2	67	127	12	5	43	33	3303772707	3173247426	5044909	Korean	58	0	0	179	6003	37.53097153	127.0326462	2	1886.25	16	544028	2.94	1.5	4.2	55.8	54.4
S010000559	2019	fall	2	Before	0	0	1	2	161	233	16	3	176	155	11160685976	10589447409	9248426	Korean	65	1	1	349	6000	37.52539825	127.0227356	2	1886.25	16	544028	2.94	1.5	4.2	55.8	54.4
S010000548	2019	fall	2	Before	0	0	1	2	89	162	12	3	48	48	10396289219	10083505330	12296958	Korean	57	0	1	259	6373	37.47132874	127.0999451	2	1886.25	16	544028	2.94	1.5	4.2	55.8	54.4
S010000568	2019	fall	2	Before	0	1	1	2	454	0	18	1	296	255	12429221870	12362056034	9372294	Korean	67	1	1	403	6183	37.50510788	127.0614166	2	1886.25	16	544028	2.94	1.5	4.2	55.8	54.4
S010000542	2019	fall	2	Before	0	0	1	2	71	100	9	6	59	57	2605440849	2456022850	4073007	Korean	56	0	0	164	6009	37.52799988	127.0437012	2	1886.25	16	544028	2.94	1.5	4.2	55.8	54.4
S010000531	2019	fall	2	Before	0	1	1	2	398	0	17	2	175	175	11104821714	10632220814	9134210	Korean	76	1	1	362	6338	37.49371338	127.0809097	2	1886.25	16	544028	2.94	1.5	4.2	55.8	54.4
S010000375	2019	fall	2	Before	0	1	1	2	386	0	14	3	76	76	5572170702	5447775511	4487459	Korean	58	0	0	321	6086	37.51756668	127.0560761	2	1886.25	16	544028	2.94	1.5	4.2	55.8	54.4
S010000538	2019	fall	2	Before	0	2	1	2	0	299	16	3	118	118	10930128693	10708776730	10938485	Korean	71	0	1	308	6213	37.50182724	127.0469055	2	1886.25	16	544028	2.94	1.5	4.2	55.8	54.4
S010000534	2019	fall	2	Before	0	0	1	2	133	186	15	2	100	92	11234254520	10593201048	10509128	Korean	66	0	1	302	6277	37.49190903	127.0521088	2	1886.25	16	544028	2.94	1.5	4.2	55.8	54.4
S010000532	2019	fall	2	Before	0	1	1	2	229	0	13	4	119	105	10141540907	10108302932	11486708	Korean	70	0	1	266	6350	37.48571777	127.0814362	2	1886.25	16	544028	2.94	1.5	4.2	55.8	54.4
S010000376	2019	fall	2	Before	0	2	1	2	0	339	14	1	190	177	4860745759	4759502580	4171343	Korean	68	0	0	339	6324	37.48688889	127.065567	2	1886.25	16	544028	2.94	1.5	4.2	55.8	54.4
S010000373	2019	fall	2	Before	0	0	1	2	85	109	11	4	64	59	3153356249	2882482660	4482866	Korean	57	0	0	204	6324	37.48495865	127.0594025	2	1886.25	16	544028	2.94	1.5	4.2	55.8	54.4
S010000459	2019	fall	2	Before	0	0	1	2	62	109	12	1	443	268	8194704471	8099638550	13589998	Korean	67	0	1	185	6348	37.49031448	127.1023636	2	1886.25	16	544028	2.94	1.5	4.2	55.8	54.4
S010000405	2019	fall	2	Before	0	1	1	2	346	0	15	4	0	0	9904312815	9859300822	8938623	Korean	66	0	1	357	6278	37.49583435	127.0566788	2	1886.25	16	544028	2.94	1.5	4.2	55.8	54.4
S010000514	2019	fall	2	Before	0	2	1	2	0	249	13	3	84	72	7575241792	7420963875	9842127	Korean	76	0	1	224	6264	37.48794174	127.0359268	2	1886.25	16	544028	2.94	1.5	4.2	55.8	54.4
S010000479	2019	fall	2	Before	0	2	1	2	0	389	15	3	185	161	11829809182	11722433286	9461205	Korean	68	0	1	352	6277	37.49147415	127.0526123	2	1886.25	16	544028	2.94	1.5	4.2	55.8	54.4
S010000495	2019	fall	2	Before	0	1	1	2	256	0	12	3	313	250	9172438454	9067128012	10268548	Korean	68	0	1	315	6065	37.52018356	127.0433502	2	1886.25	16	544028	2.94	1.5	4.2	55.8	54.4
S010000548	2020	spring	3	After	1	0	1	2	110	180	12	2	81	81	19293035626	9237850325	11678698	Korean	66	0	1	259	6373	37.47132874	127.0999451	1	2009.46	16	544804	2.94	1.3	4.4	53.6	52.3
S010000459	2020	spring	3	After	1	0	1	2	85	115	12	1	161	161	6414336929	6337913909	11177979	Korean	60	0	1	185	6348	37.49031448	127.1023636	1	2009.46	16	544804	2.94	1.3	4.4	53.6	52.3
S010000532	2020	spring	3	After	1	1	1	2	327	0	13	2	0	0	8828181187	8777011915	9996597	Korean	72	0	1	266	6350	37.48571777	127.0814362	1	2009.46	16	544804	2.94	1.3	4.4	53.6	52.3
S010000514	2020	spring	3	After	1	2	1	2	0	235	13	3	0	0	6770347248	6672153442	8980018	Korean	77	0	1	224	6264	37.48794174	127.0359268	1	2009.46	16	544804	2.94	1.3	4.4	53.6	52.3
S010000559	2020	spring	3	After	1	0	1	2	144	202	14	2	0	0	9307316050	8865812098	8285806	Korean	80	1	1	349	6000	37.52539825	127.0227356	1	2009.46	16	544804	2.94	1.3	4.4	53.6	52.3
S010000568	2020	spring	3	After	1	1	1	2	400	0	18	2	117	84	9543716561	9452643134	7531987	Korean	83	1	1	403	6183	37.50510788	127.0614166	1	2009.46	16	544804	2.94	1.3	4.4	53.6	52.3
S010000376	2020	spring	3	After	1	2	1	2	0	365	13	3	23	23	4346767745	4302627265	3947365	Korean	69	0	0	339	6324	37.48688889	127.065567	1	2009.46	16	544804	2.94	1.3	4.4	53.6	52.3
S010000405	2020	spring	3	After	1	1	1	2	382	0	14	3	0	0	9495182443	9348478189	8452512	Korean	78	0	1	357	6278	37.49583435	127.0566788	1	2009.46	16	544804	2.94	1.3	4.4	53.6	52.3
S010000375	2020	spring	3	After	1	1	1	2	373	0	15	2	0	0	5466596067	5279678534	4567196	Korean	62	0	0	321	6086	37.51756668	127.0560761	1	2009.46	16	544804	2.94	1.3	4.4	53.6	52.3
S010000542	2020	spring	3	After	1	0	1	2	68	98	9	4	0	0	2436076505	2336164874	4399557	Korean	58	0	0	164	6009	37.52799988	127.0437012	1	2009.46	16	544804	2.94	1.3	4.4	53.6	52.3
S010000531	2020	spring	3	After	1	1	1	2	360	0	16	3	0	0	10109510086	9312553679	8314780	Korean	67	1	1	362	6338	37.49371338	127.0809097	1	2009.46	16	544804	2.94	1.3	4.4	53.6	52.3
S010000534	2020	spring	3	After	1	0	1	2	137	190	14	3	0	0	10236373861	9989529751	10131369	Korean	66	0	1	302	6277	37.49190903	127.0521088	1	2009.46	16	544804	2.94	1.3	4.4	53.6	52.3
S010000538	2020	spring	3	After	1	2	1	2	0	306	15	4	0	0	8941661377	7887186216	8563720	Korean	72	0	1	308	6213	37.50182724	127.0469055	1	2009.46	16	544804	2.94	1.3	4.4	53.6	52.3
S010000400	2020	spring	3	After	1	0	1	2	78	117	10	2	5	5	3564972710	3268059252	5567393	Korean	72	0	0	179	6003	37.53097153	127.0326462	1	2009.46	16	544804	2.94	1.3	4.4	53.6	52.3
S010000373	2020	spring	3	After	1	0	1	2	94	101	11	2	0	0	3055247990	2956180730	4752702	Korean	59	0	0	204	6324	37.48495865	127.0594025	1	2009.46	16	544804	2.94	1.3	4.4	53.6	52.3
S010000495	2020	spring	3	After	1	1	1	2	291	0	12	6	0	0	7517897491	7330974772	8445824	Korean	69	0	1	315	6065	37.52018356	127.0433502	1	2009.46	16	544804	2.94	1.3	4.4	53.6	52.3
S010000479	2020	spring	3	After	1	2	1	2	0	385	15	1	0	0	11785238025	11660335235	10069374	Korean	80	0	1	352	6277	37.49147415	127.0526123	1	2009.46	16	544804	2.94	1.3	4.4	53.6	52.3
S010000459	2020	fall	4	After	2	0	1	2	85	115	12	1	161	161	6414336929	6337913909	11177979	Korean	60	0	1	185	6348	37.49031448	127.1023636	2	2143.21	16	539235	2.97	1.3	4.4	53.6	52.3
S010000479	2020	fall	4	After	2	2	1	2	0	385	15	1	0	0	11785238025	11660335235	10069374	Korean	74	0	1	352	6277	37.49147415	127.0526123	2	2143.21	16	539235	2.97	1.3	4.4	53.6	52.3
S010000531	2020	fall	4	After	2	1	1	2	360	0	16	3	0	0	10109510086	9312553679	8314780	Korean	67	1	1	362	6338	37.49371338	127.0809097	2	2143.21	16	539235	2.97	1.3	4.4	53.6	52.3
S010000375	2020	fall	4	After	2	1	1	2	373	0	15	2	0	0	5466596067	5279678534	4567196	Korean	47	0	0	321	6086	37.51756668	127.0560761	2	2143.21	16	539235	2.97	1.3	4.4	53.6	52.3
S010000559	2020	fall	4	After	2	0	1	2	144	202	14	2	0	0	9307316050	8865812098	8285806	Korean	72	1	1	349	6000	37.52539825	127.0227356	2	2143.21	16	539235	2.97	1.3	4.4	53.6	52.3
S010000400	2020	fall	4	After	2	0	1	2	78	117	10	2	5	5	3564972710	3268059252	5567393	Korean	61	0	0	179	6003	37.53097153	127.0326462	2	2143.21	16	539235	2.97	1.3	4.4	53.6	52.3
S010000495	2020	fall	4	After	2	1	1	2	291	0	12	6	0	0	7517897491	7330974772	8445824	Korean	71	0	1	315	6065	37.52018356	127.0433502	2	2143.21	16	539235	2.97	1.3	4.4	53.6	52.3
S010000534	2020	fall	4	After	2	0	1	2	137	190	14	3	0	0	10236373861	9989529751	10131369	Korean	59	0	1	302	6277	37.49190903	127.0521088	2	2143.21	16	539235	2.97	1.3	4.4	53.6	52.3
S010000538	2020	fall	4	After	2	2	1	2	0	306	15	4	0	0	8941661377	7887186216	8563720	Korean	70	0	1	308	6213	37.50182724	127.0469055	2	2143.21	16	539235	2.97	1.3	4.4	53.6	52.3
S010000514	2020	fall	4	After	2	2	1	2	0	235	13	3	0	0	6770347248	6672153442	8980018	Korean	72	0	1	224	6264	37.48794174	127.0359268	2	2143.21	16	539235	2.97	1.3	4.4	53.6	52.3
S010000548	2020	fall	4	After	2	0	1	2	110	180	12	2	81	81	19293035626	9237850325	11678698	Korean	50	0	1	259	6373	37.47132874	127.0999451	2	2143.21	16	539235	2.97	1.3	4.4	53.6	52.3
S010000405	2020	fall	4	After	2	1	1	2	382	0	14	3	0	0	9495182443	9348478189	8452512	Korean	84	0	1	357	6278	37.49583435	127.0566788	2	2143.21	16	539235	2.97	1.3	4.4	53.6	52.3
S010000532	2020	fall	4	After	2	1	1	2	327	0	13	2	0	0	8828181187	8777011915	9996597	Korean	67	0	1	266	6350	37.48571777	127.0814362	2	2143.21	16	539235	2.97	1.3	4.4	53.6	52.3
S010000376	2020	fall	4	After	2	2	1	2	0	365	13	3	23	23	4346767745	4302627265	3947365	Korean	80	0	0	339	6324	37.48688889	127.065567	2	2143.21	16	539235	2.97	1.3	4.4	53.6	52.3
S010000542	2020	fall	4	After	2	0	1	2	68	98	9	4	0	0	2436076505	2336164874	4399557	Korean	52	0	0	164	6009	37.52799988	127.0437012	2	2143.21	16	539235	2.97	1.3	4.4	53.6	52.3
S010000373	2020	fall	4	After	2	0	1	2	94	101	11	2	0	0	3055247990	2956180730	4752702	Korean	60	0	0	204	6324	37.48495865	127.0594025	2	2143.21	16	539235	2.97	1.3	4.4	53.6	52.3
S010000568	2020	fall	4	After	2	1	1	2	400	0	18	2	117	84	9543716561	9452643134	7531987	Korean	76	1	1	403	6183	37.50510788	127.0614166	2	2143.21	16	539235	2.97	1.3	4.4	53.6	52.3
S010000495	2021	spring	5	After	3	1	1	2	315	0	12	3	34	34	8420846107	7991798759	9228405	Korean	70	0	1	315	6065	37.52018356	127.0433502	1	2286.8	16	534796	2.99	1.4	4.5	56	54.9
S010000532	2021	spring	5	After	3	1	1	2	317	0	14	3	0	0	10357903551	10317570769	11202574	Korean	68	0	1	317	6350	37.48571777	127.0814362	1	2286.8	16	534796	2.99	1.4	4.5	56	54.9
S010000376	2021	spring	5	After	3	2	1	2	0	355	13	2	38	38	4300444753	4211429894	3846055	Korean	77	0	0	355	6324	37.48688889	127.065567	1	2286.8	16	534796	2.99	1.4	4.5	56	54.9
S010000568	2021	spring	5	After	3	1	1	2	397	0	17	2	69	80	11301241611	11188495178	9300495	Korean	75	1	1	397	6183	37.50510788	127.0614166	1	2286.8	16	534796	2.99	1.4	4.5	56	54.9
S010000459	2021	spring	5	After	3	0	1	2	67	118	11	1	111	131	7002278688	6851062749	12277890	Korean	64	0	1	185	6348	37.49031448	127.1023636	1	2286.8	16	534796	2.99	1.4	4.5	56	54.9
S010000559	2021	spring	5	After	3	0	1	2	123	219	14	0	67	71	10164027215	9173126660	8803384	Korean	64	1	1	342	6000	37.52539825	127.0227356	1	2286.8	16	534796	2.99	1.4	4.5	56	54.9
S010000531	2021	spring	5	After	3	1	1	2	362	0	15	0	0	0	11872951869	10892628485	10011607	Korean	74	1	1	362	6338	37.49371338	127.0809097	1	2286.8	16	534796	2.99	1.4	4.5	56	54.9
S010000548	2021	spring	5	After	3	0	1	2	103	159	12	1	12	12	19343825851	9328342170	11588003	Korean	62	0	1	262	6373	37.47132874	127.0999451	1	2286.8	16	534796	2.99	1.4	4.5	56	54.9
S010000479	2021	spring	5	After	3	2	1	2	0	384	14	2	6	6	11782219155	11177680557	9848177	Korean	79	0	1	384	6277	37.49147415	127.0526123	1	2286.8	16	534796	2.99	1.4	4.5	56	54.9
S010000542	2021	spring	5	After	3	0	1	2	69	95	9	4	0	0	2272711522	2149353971	4239357	Korean	57	0	0	164	6009	37.52799988	127.0437012	1	2286.8	16	534796	2.99	1.4	4.5	56	54.9
S010000534	2021	spring	5	After	3	0	1	2	138	193	14	1	0	0	11591895877	10061448109	10469769	Korean	63	0	1	331	6277	37.49190903	127.0521088	1	2286.8	16	534796	2.99	1.4	4.5	56	54.9
S010000405	2021	spring	5	After	3	1	1	2	379	0	15	1	0	0	9116324674	8991694896	8086057	Korean	80	0	1	379	6278	37.49583435	127.0566788	1	2286.8	16	534796	2.99	1.4	4.5	56	54.9
S010000375	2021	spring	5	After	3	1	1	2	373	0	13	2	0	0	5846452979	5214639387	4736276	Korean	60	0	0	373	6086	37.51756668	127.0560761	1	2286.8	16	534796	2.99	1.4	4.5	56	54.9
S010000400	2021	spring	5	After	3	0	1	2	72	128	9	3	0	0	3153341591	2920201019	5069794	Korean	59	0	0	200	6003	37.53097153	127.0326462	1	2286.8	16	534796	2.99	1.4	4.5	56	54.9
S010000538	2021	spring	5	After	3	2	1	2	0	308	14	2	11	11	9819156865	8986322960	9973721	Korean	72	0	1	308	6213	37.50182724	127.0469055	1	2286.8	16	534796	2.99	1.4	4.5	56	54.9
S010000514	2021	spring	5	After	3	2	1	2	0	266	13	1	0	0	6979163348	6848628621	9459432	Korean	76	0	1	266	6264	37.48794174	127.0359268	1	2286.8	16	534796	2.99	1.4	4.5	56	54.9
S010000373	2021	spring	5	After	3	0	1	2	98	106	12	2	0	0	2903914437	2811858414	4379842	Korean	22	0	0	204	6324	37.48495865	127.0594025	1	2286.8	16	534796	2.99	1.4	4.5	56	54.9
S010000531	2021	fall	6	After	4	1	1	2	362	0	15	0	0	0	11872951869	10892628485	10011607	Korean	71	1	1	362	6338	37.49371459	127.0809111	2	2423.07	16	533359	3	1.4	4.5	56	54.9
S010000373	2021	fall	6	After	4	0	1	2	98	106	12	2	0	0	2903914437	2811858414	4379842	Korean	58	0	0	204	6324	37.48495876	127.0594054	2	2423.07	16	533359	3	1.4	4.5	56	54.9
S010000495	2021	fall	6	After	4	1	1	2	315	0	12	3	34	34	8420846107	7991798759	9228405	Korean	59	0	1	315	6065	37.520183	127.043348	2	2423.07	16	533359	3	1.4	4.5	56	54.9
S010000538	2021	fall	6	After	4	2	1	2	0	308	14	2	11	11	9819156865	8986322960	9973721	Korean	65	0	1	308	6213	37.501828	127.046904	2	2423.07	16	533359	3	1.4	4.5	56	54.9
S010000568	2021	fall	6	After	4	1	1	2	397	0	17	2	69	80	11301241611	11188495178	9300495	Korean	70	1	1	397	6183	37.505109	127.06142	2	2423.07	16	533359	3	1.4	4.5	56	54.9
S010000405	2021	fall	6	After	4	1	1	2	379	0	15	1	0	0	9116324674	8991694896	8086057	Korean	72	0	1	379	6278	37.495834	127.056676	2	2423.07	16	533359	3	1.4	4.5	56	54.9
S010000514	2021	fall	6	After	4	2	1	2	0	266	13	1	0	0	6979163348	6848628621	9459432	Korean	78	0	1	266	6264	37.4879414	127.0359252	2	2423.07	16	533359	3	1.4	4.5	56	54.9
S010000548	2021	fall	6	After	4	0	1	2	103	159	12	1	12	12	19343825851	9328342170	11588003	Korean	50	0	1	262	6373	37.471327	127.0999477	2	2423.07	16	533359	3	1.4	4.5	56	54.9
S010000534	2021	fall	6	After	4	0	1	2	138	193	14	1	0	0	11591895877	10061448109	10469769	Korean	66	0	1	331	6277	37.49190717	127.0521106	2	2423.07	16	533359	3	1.4	4.5	56	54.9
S010000479	2021	fall	6	After	4	2	1	2	0	384	14	2	6	6	11782219155	11177680557	9848177	Korean	72	0	1	384	6277	37.49147446	127.0526124	2	2423.07	16	533359	3	1.4	4.5	56	54.9
S010000542	2021	fall	6	After	4	0	1	2	69	95	9	4	0	0	2272711522	2149353971	4239357	Korean	49	0	0	164	6009	37.52800121	127.0437006	2	2423.07	16	533359	3	1.4	4.5	56	54.9
S010000532	2021	fall	6	After	4	1	1	2	317	0	14	3	0	0	10357903551	10317570769	11202574	Korean	66	0	1	317	6350	37.48571689	127.0814362	2	2423.07	16	533359	3	1.4	4.5	56	54.9
S010000376	2021	fall	6	After	4	2	1	2	0	355	13	2	38	38	4300444753	4211429894	3846055	Korean	67	0	0	355	6324	37.48688726	127.0655669	2	2423.07	16	533359	3	1.4	4.5	56	54.9
S010000400	2021	fall	6	After	4	0	1	2	72	128	9	3	0	0	3153341591	2920201019	5069794	Korean	58	0	0	200	6003	37.530973	127.032648	2	2423.07	16	533359	3	1.4	4.5	56	54.9
S010000375	2021	fall	6	After	4	1	1	2	373	0	13	2	0	0	5846452979	5214639387	4736276	Korean	62	0	0	373	6086	37.51756598	127.0560739	2	2423.07	16	533359	3	1.4	4.5	56	54.9
S010000559	2021	fall	6	After	4	0	1	2	123	219	14	0	67	71	10164027215	9173126660	8803384	Korean	65	1	1	342	6000	37.525398	127.022736	2	2423.07	16	533359	3	1.4	4.5	56	54.9
S010000459	2021	fall	6	After	4	0	1	2	67	118	11	1	111	131	7002278688	6851062749	12277890	Korean	56	0	1	185	6348	37.490313	127.102365	2	2423.07	16	533359	3	1.4	4.5	56	54.9
S010000534	2022	spring	7	After	5	0	1	2	125	177	14	2	0	0	12298403217	12233357192	12703382	Korean	67	0	1	302	6277	37.49190717	127.0521106	1	2539.26	16	532577	3	1.3	4.7	60.9	58.9
S010000559	2022	spring	7	After	5	0	1	2	134	215	15	2	0	0	11631206205	10743301523	10310270	Korean	80	1	1	349	6000	37.525398	127.022736	1	2539.26	16	532577	3	1.3	4.7	60.9	58.9
S010000479	2022	spring	7	After	5	2	1	2	0	352	14	2	2	2	12912580058	12853819518	11435782	Korean	81	0	1	352	6277	37.49147446	127.0526124	1	2539.26	16	532577	3	1.3	4.7	60.9	58.9
S010000373	2022	spring	7	After	5	0	1	2	94	123	12	5	0	0	2898723370	2854111595	4466529	Korean	64	0	0	217	6324	37.48495876	127.0594054	1	2539.26	16	532577	3	1.3	4.7	60.9	58.9
S010000376	2022	spring	7	After	5	2	1	2	0	342	12	0	12	12	4026751702	3816563600	3583628	Korean	80	0	0	342	6324	37.48688726	127.0655669	1	2539.26	16	532577	3	1.3	4.7	60.9	58.9
S010000400	2022	spring	7	After	5	0	1	2	63	115	9	1	0	0	3072101951	2990040752	5264157	Korean	64	0	0	178	6003	37.530973	127.032648	1	2539.26	16	532577	3	1.3	4.7	60.9	58.9
S010000405	2022	spring	7	After	5	1	1	2	345	0	15	2	0	0	9312610747	9172096739	8445761	Korean	69	0	1	345	6278	37.495834	127.056676	1	2539.26	16	532577	3	1.3	4.7	60.9	58.9
S010000514	2022	spring	7	After	5	2	1	2	0	213	13	3	14	15	8098702476	8065231272	11327572	Korean	75	0	1	213	6264	37.4879414	127.0359252	1	2539.26	16	532577	3	1.3	4.7	60.9	58.9
S010000459	2022	spring	7	After	5	0	1	2	72	95	12	2	82	97	7630123251	7591041646	14057484	Korean	63	0	1	167	6348	37.490313	127.102365	1	2539.26	16	532577	3	1.3	4.7	60.9	58.9
S010000542	2022	spring	7	After	5	0	1	2	68	95	9	6	0	0	2562653974	2485198550	4751814	Korean	55	0	0	163	6009	37.52800121	127.0437006	1	2539.26	16	532577	3	1.3	4.7	60.9	58.9
S010000568	2022	spring	7	After	5	1	1	2	403	0	17	1	58	61	12850797069	12681471208	10489224	Korean	77	1	1	403	6183	37.505109	127.06142	1	2539.26	16	532577	3	1.3	4.7	60.9	58.9
S010000532	2022	spring	7	After	5	1	1	2	266	0	13	1	0	0	10633102695	10378851249	11794149	Korean	78	0	1	266	6350	37.48571689	127.0814362	1	2539.26	16	532577	3	1.3	4.7	60.9	58.9
S010000495	2022	spring	7	After	5	1	1	2	245	0	12	1	51	53	8852265317	8320949718	10440338	Korean	76	0	1	245	6065	37.520183	127.043348	1	2539.26	16	532577	3	1.3	4.7	60.9	58.9
S010000375	2022	spring	7	After	5	1	1	2	321	0	12	2	31	31	6630032286	6483385502	6087686	Korean	68	0	0	321	6086	37.51756598	127.0560739	1	2539.26	16	532577	3	1.3	4.7	60.9	58.9
S010000538	2022	spring	7	After	5	2	1	2	0	280	14	1	0	0	11313648738	9532131854	10869022	Korean	77	0	1	280	6213	37.501828	127.046904	1	2539.26	16	532577	3	1.3	4.7	60.9	58.9
S010000531	2022	spring	7	After	5	1	1	2	359	0	15	3	0	0	17516754908	12189742922	11265936	Korean	80	1	1	359	6338	37.49371459	127.0809111	1	2539.26	16	532577	3	1.3	4.7	60.9	58.9
S010000548	2022	spring	7	After	5	0	1	2	108	151	13	1	44	46	20383756808	10880237666	13382826	Korean	67	0	1	259	6373	37.471327	127.0999477	1	2539.26	16	532577	3	1.3	4.7	60.9	58.9
S010000495	2022	fall	8	After	6	1	1	2	245	0	12	1	51	53	8852265317	8320949718	10440338	Korean	69	0	1	245	6065	37.520183	127.043348	2	2572.9	16	530103	3.02	1.3	4.7	60.9	58.9
S010000373	2022	fall	8	After	6	0	1	2	94	123	12	5	0	0	2898723370	2854111595	4466529	Korean	57	0	0	217	6324	37.48495876	127.0594054	2	2572.9	16	530103	3.02	1.3	4.7	60.9	58.9
S010000532	2022	fall	8	After	6	1	1	2	266	0	13	1	0	0	10633102695	10378851249	11794149	Korean	67	0	1	266	6350	37.48571689	127.0814362	2	2572.9	16	530103	3.02	1.3	4.7	60.9	58.9
S010000568	2022	fall	8	After	6	1	1	2	403	0	17	1	58	61	12850797069	12681471208	10489224	Korean	70	1	1	403	6183	37.505109	127.06142	2	2572.9	16	530103	3.02	1.3	4.7	60.9	58.9
S010000459	2022	fall	8	After	6	0	1	2	72	95	12	2	82	97	7630123251	7591041646	14057484	Korean	63	0	1	167	6348	37.490313	127.102365	2	2572.9	16	530103	3.02	1.3	4.7	60.9	58.9
S010000531	2022	fall	8	After	6	1	1	2	359	0	15	3	0	0	17516754908	12189742922	11265936	Korean	76	1	1	359	6338	37.49371459	127.0809111	2	2572.9	16	530103	3.02	1.3	4.7	60.9	58.9
S010000559	2022	fall	8	After	6	0	1	2	134	215	15	2	0	0	11631206205	10743301523	10310270	Korean	68	1	1	349	6000	37.525398	127.022736	2	2572.9	16	530103	3.02	1.3	4.7	60.9	58.9
S010000376	2022	fall	8	After	6	2	1	2	0	342	12	0	12	12	4026751702	3816563600	3583628	Korean	77	0	0	342	6324	37.48688726	127.0655669	2	2572.9	16	530103	3.02	1.3	4.7	60.9	58.9
S010000514	2022	fall	8	After	6	2	1	2	0	213	13	3	14	15	8098702476	8065231272	11327572	Korean	75	0	1	213	6264	37.4879414	127.0359252	2	2572.9	16	530103	3.02	1.3	4.7	60.9	58.9
S010000534	2022	fall	8	After	6	0	1	2	125	177	14	2	0	0	12298403217	12233357192	12703382	Korean	65	0	1	302	6277	37.49190717	127.0521106	2	2572.9	16	530103	3.02	1.3	4.7	60.9	58.9
